"tz_id","druh_mista","mestska_cast","adresa","mista","zabor","lode","prodejni_doba","doba_provozu","druh_zbozi","vice_zaznamu","ulice","cislo_domu","cislo_parcely","ku","cislo_ku","tags"
16100,"TRŽNÍ MÍSTA","Praha 1","Smetanovo nabř. - 100 m od Novotného lávky","1","2",0,"","celoročně","fotografické služby",0,"","100","","","",""
16200,"TRŽNÍ MÍSTA","Praha 1","Spálená u č. 30/63, pozemek parc. č. 737 a parc. č. 2387/2 (roh ulic Národní x Spálená), k.ú. Nové Město","4","8",0,"8.00-20.00","příležitostně 1. 3. – 21.4.15.11.- 10.12.1.11.-31.12.","velikonoční zbožímikulášské zboží vánoční zboží",0,"Národní;Spálená","30/63","2387/2","Nové Město","727181","Vánoční trhy;Velikonoční trhy"
16300,"TRŽNÍ MÍSTA","Praha 1","Staroměstské nám. u č. 22/481","1","2",0,"po-ne9.00-20.00","příležitostně1.12. - 31. 1.","občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"","22/481","","","","Občerstvení;Alkohol"
16400,"TRŽNÍ MÍSTA","Praha 1","Staroměstské nám. u č. 26/478, podloubí","1","2",0,"","příležitostně1.4. - 30. 9.","občerstvení (stravovací služby) – zmrzlina",0,"","26/478","","","","Zmrzlina;Občerstvení"
16500,"TRŽNÍ MÍSTA","Praha 1","Strahovské nádvoří u č. 13","1","2",0,"","celoročně","prodej a malba obrázků",0,"Strahovské nádvoří","13","","","",""
16600,"TRŽNÍ MÍSTA","Praha 1","Střelecký ostrov - letní kino a plovoucí zařízení na parc.č. 1152/7, k.ú. Staré Město","9","1000",0,"po-ne10.00-24.00","příležitostněduben - říjen","občerstvení (stravovací služby), balené potraviny, zmrzlina, nápoje v rámci letního kina včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Letní;Střelecký ostrov","","1152/7","Staré Město","727024","Zmrzlina;Občerstvení;Alkohol"
16700,"TRŽNÍ MÍSTA","Praha 1","Týnská u č. 2/604 – výklenky kostela","1","19",0,"","celoročně","občerstvení (stravovací služby),  nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb., zmrzlina",0,"Týnská","2/604","","","","Zmrzlina;Občerstvení;Alkohol"
16800,"TRŽNÍ MÍSTA","Praha 1","U lužického semináře, parc. č. 1039/1, k.ú. Malá Strana – na chodníku můstku přes Čertovku -  u pilíře Karlova mostu","1","2",0,"po-ne10.00-22.00","celoročně","lodní lístky na vyhlídkové plavby",0,"","","1039/1","Malá Strana","727091","lodní lístky na vyhlídkové plavby"
16900,"TRŽNÍ MÍSTA","Praha 1","U lužického semináře, parc. č. 1039/1, k.ú. Malá Strana, nad schodištěm k přístavišti kanálu Čertovka","1","2",0,"","celoročně","lodní lístky na vyhlídkové plavby",0,"","","1039/1","Malá Strana","727091","lodní lístky na vyhlídkové plavby"
17000,"TRŽNÍ MÍSTA","Praha 1","U lužického semináře, proti č. 9, Na můstku přes kanál Čertovka","1","2",0,"","příležitostně10.4. -10.10.","balené potraviny – zmrzlina",0,"","9","","","","Zmrzlina"
17100,"TRŽNÍ MÍSTA","Praha 1","U lužického semináře u č. 40/110","1","2",0,"po-ne9.00-22.00","celoročně","lodní lístky na vyhlídkové plavby",0,"U lužického semináře","40/110","","","","lodní lístky na vyhlídkové plavby"
17200,"TRŽNÍ MÍSTA","Praha 1","U lužického semináře u č. 42/111 u vchodu do parku","1","2",0,"","celoročně","lodní lístky na vyhlídkové plavby",0,"","42/111","","","","lodní lístky na vyhlídkové plavby"
17300,"TRŽNÍ MÍSTA","Praha 1","U lužického semináře u č. 42/111 u vchodu do parku","1","2",0,"","příležitostně1.4.-31.10.","lodní lístky na vyhlídkové plavby",0,"U lužického semináře","42/111","","","","lodní lístky na vyhlídkové plavby"
17400,"TRŽNÍ MÍSTA","Praha 1","U lužického semináře u č. 48/116, roh křižovatky Klárov","1","2",0,"","celoročně","lodní lístky na vyhlídkové plavby",0,"Klárov;U lužického semináře","48/116","","","","lodní lístky na vyhlídkové plavby"
17500,"TRŽNÍ MÍSTA","Praha 1","U Prašného mostu, před Jízdárnou Pražského hradu","1","3",0,"po-ne8.00-20.00","celoročně","pohlednice, plány a mapy města a republiky, knižní průvodce a vstupenky na  akce v areálu Pražského hradu",0,"","","","","","Upomínkové předměty"
17600,"TRŽNÍ MÍSTA","Praha 1","U Sovových mlýnů u č. 4/506, mimo vchod do Lichtenštejnského paláce","1","2",0,"","celoročně","lodní lístky na vyhlídkové plavby",0,"","4/506","","","","lodní lístky na vyhlídkové plavby"
17700,"TRŽNÍ MÍSTA","Praha 1","U starého hřbitova u č. 3a/243, vchod do Klausovy synagogy","1","2",0,"","celoročně","pohlednice, fotografie, kalendáře, obrazy, drobná keramika, upomínkové předměty, skleněné výrobky, knihy o Praze, knihy a filmy s židovskou tématikou, telefonní karty, jednorázové fotoaparáty, fotopotřeby, baterie, paměťové karty, kazety do kamer, kipy, magnetky, nealkoholické nápoje, pivo v plechu, cigarety, sušenky, mražené zboží, půjčování osobních elektronických audio průvodců určených pro prezentaci památek, muzeí, galerií a uměleckých děl",0,"Starého","3,/243","","","","Půjčovna;Upomínkové předměty;Občerstvení"
17800,"TRŽNÍ MÍSTA","Praha 1","Uhelný trh - ostrůvek","20","150",0,"","celoročně","výtvarná díla (původní tvorba) – grafika, obrazy (malba, kresba), fotografie, plastiky",0,"Uhelný trh","","","","",""
17900,"TRŽNÍ MÍSTA","Praha 1","Václavské nám. u č.  1/846","1","14",0,"po-ne5.00 -24.00","do 31.12.2016","tisk, tabák",0,"Václavské náměstí","1/846","","","","Tabák"
18000,"TRŽNÍ MÍSTA","Praha 1","Václavské nám. u č. 1/846, u východu ze stanice metra A, B Můstek","116 22","116 22",0,"po-ne0.00-24.00","do 31.12.2016","občerstvení (stravovací služby), balené potraviny, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.1ks mrazícího boxu,1ks chladícího boxu",1,"Václavské náměstí","1/846","","","","Občerstvení;Alkohol"
18100,"TRŽNÍ MÍSTA","Praha 1","Václavské nám. u č. 2/772","116 22","116 22",0,"po-ne0.00-24.00","do 31.12.2016","občerstvení (stravovací služby) – balené potraviny, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.1ks mrazícího boxu,1ks chladícího boxu",1,"Václavské náměstí","2/772","","","","Občerstvení;Alkohol"
18200,"TRŽNÍ MÍSTA","Praha 1","Václavské nám. u č. 17/834","116 22","116 22",0,"po-ne0.00-24.00","do31.12.2016","občerstvení (stravovací služby) – balené potraviny, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb. 1ks mrazícího boxu1ks chladícího boxu",1,"Václavské náměstí","17/834","","","","Občerstvení;Alkohol"
18300,"TRŽNÍ MÍSTA","Praha 1","Václavské nám. u č. 23/828","1","3",0,"","celoročně","jízdenky na okružní jízdy městem, knižní průvodce, orientační plány, pohlednice",0,"Václavské náměstí","23/828","","","","Upomínkové předměty"
18400,"TRŽNÍ MÍSTA","Praha 1","Václavské nám. u č. 29/824","113 22","113 22",0,"po-ne0.00-24.00","do 31.12.2016","občerstvení (stravovací služby) – balené potraviny, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.1ks mrazícího boxu,1ks chladícího boxu",1,"Václavské náměstí","29/824","","","","Občerstvení;Alkohol"
18500,"TRŽNÍ MÍSTA","Praha 1","Václavské nám. u č.34/792, roh ulice Vodičkova, (městský mobiliář)","1","5",0,"po-ne5.00-24.00","celoročně","tisk, tabák",0,"Vodičkova;Václavské náměstí","34/792","","","","Tabák"
18600,"TRŽNÍ MÍSTA","Praha 1","Václavské nám. u č. 34/792, roh ul. Vodičkova","113 22","113 22",0,"po-ne0.00-24.00","do 31.12.2017","občerstvení (stravovací služby) – balené potraviny, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb., tabákové výrobky1ks mrazícího boxu,1ks chladícího boxu",1,"Vodičkova;Václavské náměstí","34/792","","","","Občerstvení;Alkohol;Tabák"
18700,"TRŽNÍ MÍSTA","Praha 1","Václavské nám. u č. 42/796","1","13",0,"","celoročně","vstupenky na kulturní programy, jízdenky na okružní jízdy městem, jízdenky městské hromadné dopravy (PragueCard),  upomínkové předměty vztahující se k Praze, mapy",0,"Václavské náměstí","42/796","","","","Upomínkové předměty"
18800,"TRŽNÍ MÍSTA","Praha 1","Václavské nám. před domem č. 59/812 (městský mobiliář)","1","5",0,"po-ne5.00-24.00","celoročně","tisk, tabák",0,"","59/812","","","","Tabák"
18900,"TRŽNÍ MÍSTA","Praha 1","Vězeňská u č. 1/141, podloubí před vstupem     do Španělské synagogy, parc. č. 97, k. ú. Staré Město","1","4",0,"po-ne9.00-20.00","celoročně","vstupenky na koncerty a další kulturní akce pořádané ve Španělské a Maiselově synagoze, propagační předměty související s pořádanými kulturními akcemi",0,"Vězeňská","1/141","97","","",""
19000,"TRŽNÍ MÍSTA","Praha 1","Vítězná u č. 16/534, průchod domu","1","25",0,"","celoročně","ovoce, zelenina",0,"Vítězná","16/534","","","","Ovoce, Zelenina"
19100,"TRŽNÍ MÍSTA","Praha 1","Vodičkova  u č.  22/683","1","6",0,"","celoročně","ovoce, zelenina",0,"Vodičkova","22/683","","","","Ovoce, Zelenina"
19200,"TRŽNÍ MÍSTA","Praha 1","Vrchlického sady u hlavní cesty od nádraží k tram. zastávce","1","8",0,"po-ne5.00-24.00","celoročně","občerstvení, pečivo, hot dog, káva, nealkoholické nápoje, svařené víno",0,"Hlavní;Vrchlického sady","","","","","Občerstvení"
19300,"TRŽNÍ MÍSTA","Praha 1","Vrchlického sady před budovou Hl. nádraží, parc. č. 2317/1 k.ú. Nové Město","1","2",0,"","příležitostně1.5. - 30.9.","sezónní ovoce a zelenina",0,"Vrchlického sady","","2317/1","Nové Město","727181","Ovoce, Zelenina"
19400,"TRŽNÍ MÍSTA","Praha 1","Washingtonova u č. 1/812, roh Václavského nám.","1","16",0,"","celoročně","občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb., pečivo, tisk, tabák",0,"Washingtonova","1/812","","","","Občerstvení;Alkohol;Tabák"
19500,"TRŽNÍ MÍSTA","Praha 2","Bělehradská, roh ulice Bělehradská – Mikovcova u č. 581, parc. č. 4086, k.ú. Vinohrady, (mobilní stánek)","1","2",0,"10.00-21.00","příležitostně1.5. - 31.10.","zmrzlina",0,"Mikovcova;Bělehradská","581","4086","Vinohrady","727164","Zmrzlina"
19600,"TRŽNÍ MÍSTA","Praha 2","Havlíčkovy sady, příchozí komunikace u dětských hřišť  v jižní části u Grébeho vily","3","4",0,"po-ne10.00-21.00","1.3.-30.11.","zmrzlina, občerstvení, balené potraviny, sušenky, chlazené nealkoholické nápoje",0,"Havlíčkovy sady","","","","","Zmrzlina;Občerstvení"
19700,"TRŽNÍ MÍSTA","Praha 2","Ječná roh Sokolská,       před domem č. 33","1","4",0,"","příležitostně1. 4.- 30. 9.","sezónní ovoce",0,"Ječná;Sokolská","33","","","","Ovoce, Zelenina"
19800,"TRŽNÍ MÍSTA","Praha 2","Jugoslávská u č.  12/481","1","2",0,"","celoročně","květiny, ovoce, zelenina",0,"Jugoslávská","12/481","","","","Ovoce, Zelenina;Květiny"
19900,"TRŽNÍ MÍSTA","Praha 2","Karlovo nám. u č. 6/315 x Václavská pasáž (roh) – zmrzlinový stroj","1","1",0,"9.00-19.00","příležitostně1.5. - 31.10.","zmrzlina",0,"Václavská;Karlovo náměstí","6/315","","","","Zmrzlina"
20000,"TRŽNÍ MÍSTA","Praha 2","Karlovo nám., před administrativní budovou u č. 10/2097","1","3",0,"","příležitostně1.5. - 30.9.","lesní plody a jahody",0,"","10/2097","","","","Ovoce, Zelenina"
20100,"TRŽNÍ MÍSTA","Praha 2","Karlovo nám. u č. 10/1495","1","4",0,"","příležitostně23. 11. -23. 12.","vánoční zboží",0,"Karlovo náměstí","10/1495","","","","Vánoční trhy"
20200,"TRŽNÍ MÍSTA","Praha 2","Karlovo nám. - vestibul Resslova, st. metra B, podchod, směr výstup Karlovo nám. - Moráň","2","4",0,"","příležitostně14 dní před Velikonoce-mi24. 11. -24. 12.","velikonoční zbožívánoční zboží",0,"Resslova;Karlovo náměstí","","","","","Vánoční trhy;Velikonoční trhy"
20300,"TRŽNÍ MÍSTA","Praha 2","Karlovo nám. u vstupu do metra vlevo od sochy E. Krásnohorské","1","4",0,"po-pá7.00-22.00","příležitostně1.4.-30.11.","káva, dezerty ke kávě, nealkoholické nápoje",0,"Karlovo náměstí","","","","","Občerstvení"
20400,"TRŽNÍ MÍSTA","Praha 2","Lublaňská u č. 67/801, podloubí mezi sloupci 1 - 4, směr výstup z metra I. P. Pavlova, parc. č. 319, k.ú. Vinohrady","2","6",0,"","celoročně","květiny, sezónní ovoce, velikonoční zboží, vánoční zboží",0,"Lublaňská","67/801","319","Vinohrady","727164","Ovoce, Zelenina;Vánoční trhy;Velikonoční trhy;Květiny"
20500,"TRŽNÍ MÍSTA","Praha 2","nám.  Míru, parková cesta od ulice Francouzské směrem k ulici Rumunská","1","5",0,"","celoročně","občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Rumunská","","","","","Občerstvení;Alkohol"
20600,"TRŽNÍ MÍSTA","Praha 2","nám. Míru, parková cesta od ulice Francouzské směrem k ulici Rumunská","1","3",0,"","příležitostně1.5. - 30. 9.","lesní plody a jahody",0,"Rumunská;náměstí Míru","","","","","Ovoce, Zelenina"
20700,"TRŽNÍ MÍSTA","Praha 2","nám. Míru, parková cesta od ulice Francouzské směrem k ulici Rumunská","1","4",0,"","příležitostně23. 11. -23. 12.","vánoční zboží",0,"Rumunská;náměstí Míru","","","","","Vánoční trhy"
20800,"TRŽNÍ MÍSTA","Praha 2","Palackého náměstí u č. 2/358 (motorová prodejní trojkolka stojící na jednom místě)","","2",0,"7.00-21.00","celoročně","káva, zmrzlina, nealko nápoje, pečivo",0,"Palackého náměstí","2/358","","","","Zmrzlina;Občerstvení"
20900,"TRŽNÍ MÍSTA","Praha 2","Rašínovo nábřeží – náplavka, u paty Palackého mostu, vedle „kobky číslo 7“","1","20",0,"po-ne8.00-22.00","celoročně","půjčování kol včetně servisu",0,"Palackého most;Rašínovo nábřeží","","","","","Půjčovna"
21000,"TRŽNÍ MÍSTA","Praha 2","Rašínovo nábřeží – náplavka, plovoucí zařízení umístěné na Výtoni v úseku vymezeném ulicemi Na hrobci a Plavecká","10","80",0,"po-ne8.00-24.00","celoročně","občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb.",0,"Plavecká;Na hrobci;Na výtoni;Rašínovo nábřeží","","","","","Občerstvení;Alkohol"
21100,"TRŽNÍ MÍSTA","Praha 2","Rašínovo nábřeží-náplavka, mezi ulicemi Dřevná (sjezd) a Plavecká","1","6",0,"10.00-22.00","příležitostně1.3. - 31. 10.mimo období pro konání farmářských trhů v této lokalitě","občerstvení (stravovací služby),  nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb., zmrzlina",0,"Dřevná;Plavecká;Rašínovo nábřeží","","","","","Zmrzlina;Občerstvení;Alkohol"
21200,"TRŽNÍ MÍSTA","Praha 2","Rašínovo nábřeží-náplavka, mezi ulicemi Na Libušince a Libušina","1","6",0,"ne-pá8.00-22.00","příležitostně1.3. - 31. 10.mimo období pro konání farmářských trhů v této lokalitě","občerstvení (stravovací služby),  nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb., zmrzlina",0,"Libušina;Na Libušince;Rašínovo nábřeží","","","","","Zmrzlina;Občerstvení;Alkohol"
21300,"TRŽNÍ MÍSTA","Praha 2","Rašínovo nábřeží-náplavka, plocha v návaznosti na „kobku č. 5“ a v jejím vchodu umístěné prodejní zařízení pro provoz občerstvení","1","90",0,"po-ne10.00-24.00","celoročně","občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu §132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních ve znění zákona č. 217/2005 Sb.",0,"Rašínovo nábřeží","","","","","Občerstvení;Alkohol"
21400,"TRŽNÍ MÍSTA","Praha 2","Rašínovo nábřeží-náplavka, plocha v návaznosti na „kobku č. 6“ a v jejím vchodu umístěné prodejní zařízení pro provoz občerstvení","1","50",0,"po-ne10.00-24.00","celoročně","občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu §132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních ve znění zákona č. 217/2005 Sb.",0,"Rašínovo nábřeží","","","","","Občerstvení;Alkohol"
21500,"TRŽNÍ MÍSTA","Praha 2","Rašínovo nábřeží-náplavka, plocha v návaznosti na „kobku č. 7“ a v jejím vchodu umístěné prodejní zařízení pro provoz občerstvení","1","90",0,"po-ne10.00-24.00","celoročně","občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu §132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních ve znění zákona č. 217/2005 Sb.",0,"Rašínovo nábřeží","","","","","Občerstvení;Alkohol"
21600,"TRŽNÍ MÍSTA","Praha 2","Rašínovo nábřeží-náplavka, plocha v návaznosti na „kobku č. 11“ a v jejím vchodu umístěné prodejní zařízení pro provoz občerstvení","1","90",0,"po-ne10.00-24.00","celoročně","občerstvení (stravovací služby), nápoje včetně alkoholických kromě lihovin ve smyslu §132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních ve znění zákona č. 217/2005 Sb.",0,"Rašínovo nábřeží","11","","","","Občerstvení;Alkohol"
21700,"TRŽNÍ MÍSTA","Praha 2","Rašínovo nábřeží – náplavka,  přístav Praha – jih – plovoucí zařízení s kombinovaným provozem kotvící po proudu za Jiráskovým mostem","","",1,"dle provozního řádu přístavu Praha-Jih","celoročně","občerstvení (stravovací služby)",0,"Rašínovo nábřeží","","","","","Občerstvení"
21800,"TRŽNÍ MÍSTA","Praha 2","Rašínovo nábřeží – náplavka,  přístav Praha - jih - plavidlo  s kombinovaným provozem kotvící proti proudu před Paleckého mostem","","",1,"dle provozního řádu přístavu Praha-Jih","celoročně","občerstvení (stravovací služby)",0,"Proti proudu;Rašínovo nábřeží","","","","","Občerstvení"
21900,"TRŽNÍ MÍSTA","Praha 2","Rašínovo nábřeží – náplavka,  přístav Praha – jih – plavidlo  s kombinovaným provozem kotvící v pozici proti kobce č. 4","","",1,"dle provozního řádu přístavu Praha-Jih","celoročně","občerstvení (stravovací služby)",0,"Rašínovo nábřeží","","","","","Občerstvení"
22000,"TRŽNÍ MÍSTA","Praha 2","Rašínovo nábřeží – náplavka,  přístav Praha – jih – plovoucí zařízení s kombinovaným provozem kotvící  v pozici u sjezdu od Palackého mostu","","",1,"dle provozního řádu přístavu Praha-Jih","celoročně","občerstvení (stravovací služby)",0,"Palackého most;Rašínovo nábřeží","","","","","Občerstvení"
22100,"TRŽNÍ MÍSTA","Praha 2","Rašínovo nábřeží – náplavka,  přístav Praha – jih – plovoucí zařízení, plavidlo s  kombinovaným provozem kotvící v pozici proti limnigrafu Na Výtoni","","",1,"dle provozního řádu přístavu Praha-Jih","celoročně","občerstvení (stravovací služby)",0,"Na výtoni;Rašínovo nábřeží","","","","","Občerstvení"
22200,"TRŽNÍ MÍSTA","Praha 2","Rašínovo nábřeží – náplavka,  přístav Praha – jih – plavidlo s kombinovaným provozem kotvící  v pozici po proudu za limnigrafem Na Výtoni","","",1,"dle provozního řádu přístavu Praha-Jih","celoročně","občerstvení (stravovací služby)",0,"Na výtoni;Rašínovo nábřeží","","","","","Občerstvení"
22300,"TRŽNÍ MÍSTA","Praha 2","Rašínovo nábřeží – náplavka,  přístav Praha – jih – plavidla  s kombinovaným provozem/ malá plavidla s komerčním provozem umístěná v úseku vymezeném ulicemi Resslova - Na Moráni,  Na Moráni - Vnislavova a Vnislavova - Na Libušince","max. 1 plavidlo a 1 PZ pro úsek Resslova – Na Moráni max. 2 plavidla a 1 PZ pro úsek Na Moráni – Vnislavo-vamax. 2 plavidla a 1 PZ pro úsek  Vnislavo-va – Na Libušince","max. 1 plavidlo a 1 PZ pro úsek Resslova – Na Moráni max. 2 plavidla a 1 PZ pro úsek Na Moráni – Vnislavo-vamax. 2 plavidla a 1 PZ pro úsek  Vnislavo-va – Na Libušince",0,"dle provozního řádu přístavu Praha-Jih","celoročně","občerstvení (stravovací služby)",1,"Resslova;Na Moráni;Vnislavova;Na Libušince;Rašínovo nábřeží","","","","","Občerstvení"
22400,"TRŽNÍ MÍSTA","Praha 2","Riegrovy sady,           parc. č. 2283/2, k.ú. Vinohrady, v blízkosti dětského hřiště (mobilní stánek)","1","2",0,"10.00-21.00","příležitostně1.5. - 31. 10.","točená zmrzlina",0,"","","2283/2","Vinohrady","727164","Zmrzlina"
22500,"TRŽNÍ MÍSTA","Praha 2","Třebízského u č 6/1525","1","1",0,"10.00-22.00","příležitostně1.5. - 30. 9.","zmrzlina",0,"Třebízského","6/1525","","","","Zmrzlina"
22600,"TRŽNÍ MÍSTA","Praha 2","U Nemocnice x Karlovo náměstí (roh ulice x roh parku) – motorový vozík","1","2",0,"11.00-19.00","příležitostně1.5. - 30. 9.","zmrzlina",0,"U nemocnice;Karlovo náměstí","","","","","Zmrzlina"
22700,"TRŽNÍ MÍSTA","Praha 3","Izraelská - Židovské hřbitovy","2","10",0,"","celoročně","květiny a doplňkový sortiment, který se ke květinám váže",0,"Izraelská","","","","","Květiny"
22800,"TRŽNÍ MÍSTA","Praha 3","Jana Želivskéhou č. 39/1687","1","15",0,"","celoročně","ovoce, zelenina, balené potraviny, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb., textil, obuv, kožená galanterie, sportovní tašky a kabely, náramkové hodinky",0,"Jana Želivského","39/1687","","","","Ovoce, Zelenina;Alkohol;Textil"
22900,"TRŽNÍ MÍSTA","Praha 3","Jana Želivského č. 2/2200, nákladové nádraží Praha - Žižkov","1","8",0,"","celoročně","ovoce, zelenina, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb., balené potraviny, kožená galanterie,  textil",0,"Jana Želivského","2/2200","","","","Ovoce, Zelenina;Alkohol;Textil"
23000,"TRŽNÍ MÍSTA","Praha 3","Jana Želivského, u vstupu do metra","1","2",0,"10.00-18.00","příležitostně1.3. - 30.11.","plněné bagety, párek v rohlíku",0,"Jana Želivského","","","","",""
23100,"TRŽNÍ MÍSTA","Praha 3","Jana Želivského, východní chodník, 16 m od vchodu na Olšanský hřbitov, mezi 2. - 4. stromem","10","100",0,"po-ne6.00-18.00","příležitostně1 měsíc předVelikonoce-mi15.10.- 4.11. 1.12. -31.12.","květiny a doplňkový sortiment, který se ke květinám váže,velikonoční  zbožídušičkové zbožívánoční zboží",0,"Východní;Jana Želivského","16","","","","Vánoční trhy;Velikonoční trhy;Dušičkové trhy;Květiny"
23200,"TRŽNÍ MÍSTA","Praha 3","Jana Želivského, západní chodník, 27 m od vchodu na Olšanský hřbitov, mezi 3. - 9. stromem","10","100",0,"po-ne6.00-18.00","příležitostně1 měsíc před Velikonoce-mi15.10.- 4.11. 1.12. -31.12.","květiny a doplňkový sortiment, který se ke květinám váže,velikonoční zbožídušičkové zbožívánoční zboží",0,"Západní;Jana Želivského","27","","","","Vánoční trhy;Velikonoční trhy;Dušičkové trhy;Květiny"
23300,"TRŽNÍ MÍSTA","Praha 3","náměstí Winstona Churchilla u č. 4/1938","1","3",0,"po-pá7.00-20.00","celoročně","káva, nealko nápoje, sušenky, sladké pečivo",0,"náměstí Winstona Churchilla","4/1938","","","","Občerstvení"
23400,"TRŽNÍ MÍSTA","Praha 3","Vinohradská u č. 3/153, před hlavním vchodem na hřbitov","2","12",0,"","příležitostně27.10. -7.11.","dušičkové zboží",0,"Hlavní;Vinohradská","3/153","","","","Dušičkové trhy"
23500,"TRŽNÍ MÍSTA","Praha 3","Vinohradská u č. 86/111, průjezd domu a dvůr","3","118",0,"po-pá8.00-19.00so8.00-14.00","celoročně","ovoce, zelenina,  balené potraviny, nápoje včetně alkoholických kromě lihovin ve smyslu   § 132 písm. f) zákona č. 353/2003 Sb., o spotřebních daních, ve znění zákona č. 217/2005 Sb., ručníky, spodní prádlo, kožená galanterie, sportovní tašky a kabely, obuv, oděvy, náramkové hodinky, elektronika, nářadí, hračky",0,"Vinohradská","86/111","","","","Ovoce, Zelenina;Alkohol"
23600,"TRŽNÍ MÍSTA","Praha 3","Vinohradská u č. 153/1835, chodník, Olšanské hřbitovy","1","6",0,"8.00-16.00","příležitostně24.10.- 7.11.","dušičkové zboží",0,"Vinohradská","153/1835","","","","Dušičkové trhy"
23700,"TRŽNÍ MÍSTA","Praha 3","Vinohradská u č. 153/1835, chodník, Olšanské hřbitovy","1","6",0,"8.00-18.00","příležitostně27.10.- 3.11.","dušičkové zboží",0,"Vinohradská","153/1835","","","","Dušičkové trhy"
23800,"TRŽNÍ MÍSTA","Praha 3","Vinohradská u č. 153/1835, chodník, Olšanské hřbitovy","1","20",0,"po - ne","příležitostně17.10.- 2.11.","dušičkové zboží",0,"Vinohradská","153/1835","","","","Dušičkové trhy"
23900,"TRŽNÍ MÍSTA","Praha 3","Vinohradská u č. 153, u hlavního vchodu do Olšanských hřbitovů","1","4",0,"","příležitostně.25.10.-2.11.","dušičkové zboží",0,"Hlavní;Vinohradská","153","","","","Dušičkové trhy"
24000,"TRŽNÍ MÍSTA","Praha 3","Vinohradská u č. 153, u hlavního vchodu do Olšanských hřbitovů","1","12",0,"po-ne8.00-17.00","příležitostně21.10.-2.11.","dušičkové zboží",0,"Hlavní;Vinohradská","153","","","","Dušičkové trhy"
24100,"TRŽNÍ MÍSTA","Praha 3","Želivského, st. metra A, podchod, u služebny PČR","1","2",0,"","příležitostně14 dní před  Velikonoce-mi1.5. - 31.8.24. 11. -24. 12.","velikonoční zbožíkvětinyvánoční zboží",0,"Služeb","","","","","Vánoční trhy;Velikonoční trhy;Květiny"
24200,"TRŽNÍ MÍSTA","Praha 4","Antala Staška u č. 80b/2059, parc.č. 1588/28, k.ú. Krč","1","3",0,"8.00 - 18.00","příležitostně1. 6.- 15.7.","sezónní ovoce",0,"Antala Staška","80","1588/28","Krč","727598","Ovoce, Zelenina"
